돌발일시,관리기관,도로타입,도로번호,도로명,방향,돌발구분,돌발상세구분,돌발내용,X,Y,링크아이디,돌발종료일시,요일,요일구분
2024-11-29 1:27,한국도로공사,고속국도,7000.0,대구외곽순환고속도로,,기상,강우,"빗길""주의""",128.7016,35.8936,-,-,Friday,평일
2024-11-29 6:43,한국도로공사,고속국도,15.0,서해안고속도로,목포 방향,기타돌발,고장,(갓길)화물차고장처리중,126.839,35.8316,3110349400,-,Friday,평일
2024-11-29 8:09,경찰청,특별광역시도,0.0,봉래대로,,공사,작업,<공사> 봉래길 영광마린타워아파트 선경빌라 1차로 주의운전 하수도/배수로 작업 -,129.050916,35.09202,1330020200,2024-11-29 10:00,Friday,평일
2024-11-29 8:33,경찰청,국가지원지방도,70.0,한치대로,가평 방향,교통사고,사고,<사고> 국가지원지방도70호선 팔미교차로 팔미리8611 주의운전 사고 - 국도46호선 춘천에서 가평방향 팔미4거리 지나 승용차간 추돌사고 처리 전 -,127.705692,37.821737,2500185400,2024-11-29 9:03,Friday,평일
2024-11-29 8:35,한국도로공사,고속국도,35.0,통영대전고속도로,통영 방향,재난,적설,"눈길""주의""",127.6703,35.6695,3960031100,-,Friday,평일
2024-11-29 8:54,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-구리 방향,공사,작업,(차로교대)교량점검작업중,127.1786,37.5511,1240225000,-,Friday,평일
2024-11-30 14:28,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,차량증가/정체,차량증가/정체,127.102,37.3903,2060001101,-,Saturday,주말
2024-11-30 15:19,경찰청,특별광역시도,0.0,가양대로,,기타,통제,<통제> 가양로 평화횟집 가양동5661 1차로 주의운전 공사 -,127.441723,36.340589,1830031203,2024-11-30 15:49,Saturday,주말
2024-11-30 17:13,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-일산 방향,재난,노면습기,"노면습기""주의""",126.9678,37.3815,2090181700,-,Saturday,주말
2024-11-30 22:18,한국도로공사,고속국도,35.0,중부고속도로,남이 방향,재난,노면습기,"노면습기""주의""",127.4255,37.2407,2300019400,-,Saturday,주말
2024-11-30 9:08,경찰청,특별광역시도,0.0,목동대로,양 방향,교통사고,사고,<사고> 목동로 남부법원검찰청사거리 목동역 1차로 (승용차 화재로 양방향 1차로 통제) 후미 지체 화재 서울청,126.864705,37.52537,1140018201,2024-11-30 9:42,Saturday,주말
2024-11-30 9:45,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-구리 방향,기타돌발,차량증가/정체,차량증가/정체,126.7686,37.5935,2320002000,-,Saturday,주말
2024-12-01 14:27,경찰청,시군도,0.0,송양대로,,교통사고,사고,<사고> 송양로 민락4교 만럭17단지입구 3차로 주의운전 고장 차량 -,127.113258,37.75155,2070282900,2024-12-01 14:57,Sunday,주말
2024-12-01 22:33,한국도로공사,고속국도,15.0,서해안고속도로,서울 방향,기상,강우,"빗길""주의""",126.8696,36.9921,2140955600,-,Sunday,주말
2024-12-02 13:08,한국도로공사,고속국도,10.0,남해고속도로,순천 방향,기타돌발,고장,(갓길)승용차고장처리중,128.272,35.2278,3810492300,-,Monday,평일
2024-12-02 14:39,한국도로공사,고속국도,15.0,서해안고속도로,서울 방향,공사,작업,(3차로)수목제거작업중,126.8793,37.3241,2250272900,-,Monday,평일
2024-12-02 18:10,한국도로공사,고속국도,110.0,제2경인고속도로,인천 방향,교통사고,사고,(갓길)승용차관련사고처리중,126.6953,37.4333,1640320300,-,Monday,평일
2024-12-02 19:05,한국도로공사,고속국도,40.0,평택제천고속도로,평택 방향,공사,작업,(1차로)남안성분기점연결로설치작업중,127.2893,36.9724,2310236600,-,Monday,평일
2024-12-02 3:11,한국도로공사,고속국도,12.0,광주대구고속도로,광주 방향,기상,안개,"안개""주의""",127.7494,35.5329,3960015200,-,Monday,평일
2024-12-02 5:58,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-구리 방향,기타돌발,차량증가/정체,차량증가/정체,126.755,37.4655,1650314900,-,Monday,평일
2024-12-02 7:04,한국도로공사,고속국도,35.0,중부고속도로,남이 방향,기타돌발,차량증가/정체,차량증가/정체,127.4178,36.6401,2710002501,-,Monday,평일
2024-12-02 8:18,한국도로공사,고속국도,25.0,호남고속도로,논산 방향,공사,작업,(2차로)시설물보수작업중,127.4356,35.0117,3260036672,-,Monday,평일
2024-12-02 9:13,한국도로공사,고속국도,15.0,서해안고속도로,서울 방향,기타돌발,장애물,(3차로)장애물(화물덮개)처리중,126.8236,36.9444,2140955600,-,Monday,평일
2024-12-02 9:23,경찰청,도시고속국도,70.0,강변북대로,,교통사고,사고,<사고> 강변북로 광진교 천호대교 1차로  고장 차량  서울청,127.108861,37.54553,1040002102,2024-12-02 9:53,Monday,평일
2024-12-03 10:28,경찰청,일반국도,17.0,대전대로,,공사,작업,<공사> 일반국도17호선 읍내삼거리 읍내네거리 1차로 주의운전 하수도/배수로 작업 -,127.420413,36.375707,1870053700,2024-12-03 13:00,Tuesday,평일
2024-12-03 15:50,한국도로공사,고속국도,130.0,인천공항선,서울 방향,기타돌발,차량증가/정체,청라IC진출로1.0km정체,126.67,37.5699,1680008601,-,Tuesday,평일
2024-12-03 16:19,한국도로공사,고속국도,10.0,남해고속도로,순천 방향,기타돌발,차량증가/정체,차량증가/정체,128.9697,35.2193,1410018100,-,Tuesday,평일
2024-12-03 8:15,국도통합센터,일반국도,38.0,국도38호선,양양 방향,공사,시설물보수작업,,128.29603,37.18098,2590228900,2024-12-03 16:09,Tuesday,평일
2024-12-04 14:46,경찰청,일반국도,14.0,기장대로,기장군청 방향,공사,작업,"<공사> 기장대로 죽성사거리 청강리52 주의운전 공사 - 기장대로, 공영주차장에서 기장군청 방향 이동하면서 청소 작업중임. -",129.220596,35.242613,1450003702,2024-12-04 15:16,Wednesday,평일
2024-12-04 15:59,한국도로공사,고속국도,50.0,영동고속도로,강릉 방향,기타돌발,차량증가/정체,차량증가/정체,127.0025,37.3131,2007022500,-,Wednesday,평일
2024-12-04 6:28,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,차량증가/정체,차량증가/정체,127.0248,37.4869,1210004003,-,Wednesday,평일
2024-12-04 7:06,한국도로공사,고속국도,55.0,중앙고속도로,춘천 방향,교통사고,사고,"(2,3차로)화물차관련사고처리중",128.9839,35.2429,3851176200,-,Wednesday,평일
2024-12-04 7:13,한국도로공사,고속국도,50.0,영동고속도로,인천 방향,기타돌발,차량증가/정체,차량증가/정체,126.8714,37.3413,2160389600,-,Wednesday,평일
2024-12-04 8:21,한국도로공사,고속국도,55.0,중앙고속도로,부산 방향,공사,작업,(2차로)시설물설치작업중,127.907,37.3565,2510032001,-,Wednesday,평일
2024-12-04 8:56,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,공사,작업,(4차로)비탈면정비작업중,128.4527,35.9649,3690167600,-,Wednesday,평일
2024-12-04 8:57,한국도로공사,고속국도,251.0,호남지선,대전 방향,공사,작업,(갓길)학하천교배수시설정비작업중,127.3179,36.3391,1860335700,-,Wednesday,평일
2024-12-04 9:22,경찰청,특별광역시도,0.0,처용대로,,공사,작업,<공사> 처용로487번길 성암로입구교차로 개운삼거리 1차로 공사 도로공사 -,129.345792,35.478678,1930017600,2024-12-04 18:00,Wednesday,평일
2024-12-05 10:23,경찰청,특별광역시도,0.0,대학대로,복현오거리 방향,공사,작업,<공사> 대학로 대학로77 조립커피 주의운전 공사 - 대학로 경북대학교 북문에서 복현오거리방향 복현우체국 앞 가장자리차로 막고 공사중.  -,128.61074,35.893696,1540094100,2024-12-05 10:53,Thursday,평일
2024-12-05 13:10,한국도로공사,고속국도,251.0,호남지선,대전 방향,공사,작업,(갓길)잡목제거이동작업,127.1645,36.1534,2900004232,-,Thursday,평일
2024-12-05 14:00,경찰청,지방도,634.0,성연대로,,교통사고,사고,<사고> 지방도634호선 왕정리735 왕정리594 2차로 공장콘크리트타설작업 교통사고 -,126.45621,36.833199,2890164902,2024-12-05 14:30,Thursday,평일
2024-12-05 18:23,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-구리 방향,기타돌발,고장,(갓길)승용차고장처리중,126.9574,37.3792,2090181800,-,Thursday,평일
2024-12-05 19:55,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,교통사고,사고,"(1,2차로)대형버스관련사고처리중",127.0591,37.4419,1210000711,-,Thursday,평일
2024-12-05 8:54,경찰청,일반국도,32.0,계룡대로,유성사거리 방향,교통사고,사고,"<사고> 일반국도32호선 태양전기조명 군인휴양소삼거리 주의운전 사고 - 동일-계룡로, 용반사거리에서 유성사거리 방향 용반사거리 지난 지점 1,2차로에서 승용차간 추돌사고
 -",127.347138,36.352213,1860002702,2024-12-05 9:24,Thursday,평일
2024-12-06 10:04,한국도로공사,고속국도,45.0,중부내륙고속도로,양평 방향,교통사고,사고,(2차로)화물차관련사고처리중,128.4423,35.6535,1570887900,-,Friday,평일
2024-12-06 10:58,한국도로공사,고속국도,45.0,중부내륙고속도로,창원 방향,공사,작업,(2차로)차선도색이동작업중,128.2394,36.3752,3580008402,-,Friday,평일
2024-12-06 16:32,한국도로공사,고속국도,35.0,중부고속도로,하남 방향,기타돌발,차량증가/정체,차량증가/정체,127.4755,36.9299,2790015523,-,Friday,평일
2024-12-06 5:40,한국도로공사,고속국도,253.0,고창담양고속도로,담양 방향,기상,강우,"빗길""주의""",127.0298,35.2482,3290066800,-,Friday,평일
2024-12-06 9:26,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-구리 방향,공사,작업,(갓길)시설물보수작업중,126.7974,37.4557,2240031800,-,Friday,평일
2024-12-06 9:38,경찰청,특별광역시도,0.0,강변대로,,공사,작업,<공사> 강변대로 대동화명대교IC 덕천동597 1차로 주의운전 도로공사 -,129.005264,35.2257,1370227500,2024-12-06 18:00,Friday,평일
2024-12-07 0:34,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,재난,강풍,"강풍""주의""",128.5188,35.8938,1540430200,-,Saturday,주말
2024-12-07 11:02,경찰청,지방도,1136.0,노형대로,노형오거리 방향,공사,작업,"<공사> 지방도1136호선 월산마을 월산정수장입구 주의운전 공사 - 노형로, 무수천사거리 -노형오거리 방향, 월산마을 인근 2차로, 도로파쇄공사, 후미로 지체. -",126.463753,33.473406,4050008400,2024-12-07 11:32,Saturday,주말
2024-12-07 18:29,한국도로공사,고속국도,50.0,영동고속도로,강릉 방향,기타돌발,차량증가/정체,차량증가/정체,126.7529,37.3876,2240011400,-,Saturday,주말
2024-12-07 21:16,한국도로공사,고속국도,15.0,서해안고속도로,목포 방향,재난,적설,"눈길""주의""",126.5575,36.6,2970248200,-,Saturday,주말
2024-12-07 7:59,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,차량증가/정체,차량증가/정체,127.0656,37.4346,1210177500,-,Saturday,주말
2024-12-08 10:47,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,차량증가/정체,차량증가/정체,127.3728,36.6685,2710659900,-,Sunday,주말
2024-12-08 20:18,경찰청,고속국도,1.0,경부고속도로,서울 방향,교통사고,사고,<사고> 경부고속도로 청원휴게소 청주시청원구천안시동 종점방향 2차로 사고 청원휴게소 → 청주시청원구천안시동 경부선 종점,127.3327,36.72,2710688200,2024-12-08 20:50,Sunday,주말
2024-12-09 10:46,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-구리 방향,기타돌발,차량증가/정체,차량증가/정체,127.1958,37.5292,2270002301,-,Monday,평일
2024-12-09 11:19,경찰청,일반국도,17.0,신탄진대로,,교통사고,사고,<사고> 일반국도17호선 상서삼거리 SK주유소동남 3차로 주의운전 교통사고 -,127.42051,36.427372,1870004601,2024-12-09 11:49,Monday,평일
2024-12-09 8:05,한국도로공사,고속국도,100.0,수도권제1순환고속도로,판교-일산 방향,공사,작업,(갓길)청소작업중,126.7487,37.5442,1670004000,-,Monday,평일
2024-12-10 10:04,한국도로공사,고속국도,15.0,서해안고속도로,서울 방향,기타돌발,차량증가/정체,차량증가/정체,126.8763,37.3328,2250272900,-,Tuesday,평일
2024-12-10 11:22,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,교통사고,사고,"(1,2차로)승합차관련사고처리중",127.1388,37.0365,2310798700,-,Tuesday,평일
2024-12-10 11:28,경찰청,특별광역시도,0.0,태평대로,동인네거리 방향,공사,작업,<공사> 태평로 교동네거리 동인네거리 주의운전 공사 - 태평로 교동네거리에서 동인네거리방향 교동네거리 지난 지점 가장자리차로 막고 작업중.  -,128.602458,35.873445,1500020800,2024-12-10 11:58,Tuesday,평일
2024-12-10 16:38,한국도로공사,고속국도,110.0,제2경인고속도로,성남 방향,기타돌발,차량증가/정체,차량증가/정체,126.8492,37.4399,2130002300,-,Tuesday,평일
2024-12-10 17:02,한국도로공사,고속국도,55.0,중앙고속도로,춘천 방향,기타돌발,차량증가/정체,차량증가/정체,128.9837,35.2528,3851176200,-,Tuesday,평일
2024-12-10 7:48,경찰청,고속국도,120.0,경인고속도로,인천 방향,교통사고,사고,<사고> 경인고속도로 부평IC서측 서인천IC 기점방향 1차로 사고 부평IC서측 → 서인천IC 경인선 기점,126.6864,37.5233,1663132500,2024-12-10 8:20,Tuesday,평일
2024-12-10 8:19,경찰청,시군도,0.0,익산대로,,공사,작업,<공사> 익산대로 평화삼거리 평화미술학원 1차로 주의운전 도로공사 -,126.945369,35.935129,3080404800,2024-12-10 18:00,Tuesday,평일
2024-12-10 9:04,경찰청,도시고속국도,44.0,북부간선도대로,종암JC 방향,공사,작업,<공사> 북부간선도로 신내IC 신내IC 3차로 시설물보수 북부간선로 신내IC→묵동IC 종암JC 방향 -,127.100648,37.616284,1060048000,2024-12-10 9:34,Tuesday,평일
2024-12-11 14:50,경찰청,일반국도,4.0,동북대로,복현네거리 방향,교통사고,사고,<사고> 일반국도4호선 큰고개고가차도 효목고가차도 주의운전 사고 - <사고최초> 동북로 큰고개오거리에서 복현네거리방향 큰고개오거리 200m 지난 지점 가장자리차로 승용차 추돌사고.- 보도 위 이동조치됨. -,128.631941,35.886588,1510006700,2024-12-11 15:20,Wednesday,평일
2024-12-11 16:41,한국도로공사,고속국도,1.0,경부고속도로,부산 방향,기타돌발,고장,(3차로)고장차처리중,127.4679,36.3484,1830184100,-,Wednesday,평일
2024-12-11 1:13,한국도로공사,고속국도,25.0,호남고속도로,순천 방향,기타돌발,고장,(갓길)대형화물차고장처리중,126.7954,35.3212,3420030000,-,Wednesday,평일
2024-12-11 7:39,경찰청,도시고속국도,88.0,올림픽대로,,교통사고,사고,<사고> 올림픽대로 가양대교 방화대교 4차로  고장 차량  서울청,126.857443,37.566528,1150002404,2024-12-11 8:09,Wednesday,평일
2024-12-11 8:28,국도통합센터,일반국도,36.0,국도36호선,보령 방향,공사,시설물보수작업,,127.55226,36.72898,2840251900,2024-12-11 13:49,Wednesday,평일
